year,BAI,BAIserror,sp_code,elev_code
1979,3.7326132085235,0.288020529522795,halepensis,high
1980,3.86816623539186,0.304583561453072,halepensis,high
1981,0.892150361885417,0.155078202063816,halepensis,high
1982,1.08594905697729,0.16586159640514,halepensis,high
1983,1.62465472986698,0.190608793398182,halepensis,high
1984,1.99371354975386,0.201706439540797,halepensis,high
1985,1.54015683542307,0.241175488261692,halepensis,high
1986,0.921059597028004,0.158384511588887,halepensis,high
1987,1.18709141132873,0.160767820089544,halepensis,high
1988,1.75095782755906,0.191344070008896,halepensis,high
1989,3.07722090159672,0.40858904924162,halepensis,high
1990,5.48366633230463,0.493665159915547,halepensis,high
1991,2.13222895887513,0.241404494054,halepensis,high
1992,3.18183193049459,0.295480067480488,halepensis,high
1993,2.853193359197,0.260910233036183,halepensis,high
1994,1.37779349137442,0.177146900926243,halepensis,high
1995,0.812733212925072,0.125959925800906,halepensis,high
1996,2.59341142949693,0.226615126285542,halepensis,high
1997,5.18744760891357,0.442169891790795,halepensis,high
1998,4.29323579858707,0.376794849103755,halepensis,high
1999,1.01671040375973,0.141488925358096,halepensis,high
2000,2.03823921333865,0.249640985840469,halepensis,high
2001,2.30144034093742,0.310082365079381,halepensis,high
2002,3.96185131231266,0.40002885699623,halepensis,high
2003,3.93388882678553,0.365835933077293,halepensis,high
2004,4.98183540603039,0.452646073779683,halepensis,high
2005,0.919360280031742,0.111714605529936,halepensis,high
2006,1.72735511628535,0.182091585395311,halepensis,high
2007,1.60682951640374,0.191404270089054,halepensis,high
2008,0.732652986195718,0.116499063783632,halepensis,high
2009,2.00311743472138,0.239304047139306,halepensis,high
2010,3.64614282285024,0.400298161877229,halepensis,high
2011,4.20279257924585,0.459469004605988,halepensis,high
2012,0.924101896500429,0.119627035613124,halepensis,high
2013,3.4310905770409,0.438025244392666,halepensis,high
2014,1.13742306880878,0.136271364789251,halepensis,high
2015,1.58322351920579,0.207282201582183,halepensis,high
2016,0.643601829711006,0.103680510264566,halepensis,high
2017,1.8744996400544,0.169669802710293,halepensis,high
2018,2.41970936217716,0.235824644722804,halepensis,high
2019,1.93465932920691,0.213989752791276,halepensis,high
2020,1.85170733039375,0.185014142763439,halepensis,high
2021,0.999365369839391,0.137190754298352,halepensis,high
2022,1.55206766168662,0.171932006474152,halepensis,high
1977,0.00775965808279918,0.0033216037375021,halepensis,medium
1978,0.0150143892061914,0.00526328667416226,halepensis,medium
1979,0.0387112187486086,0.0133268807648723,halepensis,medium
1980,0.0568946002881369,0.013127075509238,halepensis,medium
1981,0.147864578177121,0.0304266568596878,halepensis,medium
1982,0.214071149637998,0.033931641713493,halepensis,medium
1983,0.157523869379671,0.0305454775624524,halepensis,medium
1984,0.433130863542586,0.0693095622942232,halepensis,medium
1985,0.199678205401131,0.0303048635572067,halepensis,medium
1986,0.355484893997675,0.0442903218305307,halepensis,medium
1987,0.69625297046708,0.0607470375670398,halepensis,medium
1988,1.06476889687805,0.0951849116677014,halepensis,medium
1989,2.1235337756424,0.211630959405825,halepensis,medium
1990,3.85227734181183,0.339253964817274,halepensis,medium
1991,2.59496385181025,0.2678956857219,halepensis,medium
1992,3.4042517318501,0.370316267655148,halepensis,medium
1993,2.18088902987315,0.188299530119512,halepensis,medium
1994,2.21503935425299,0.188468534826364,halepensis,medium
1995,1.38885913342575,0.127620686658775,halepensis,medium
1996,4.38660870008924,0.368875543698778,halepensis,medium
1997,5.15572994667928,0.412156069448505,halepensis,medium
1998,2.04149953507215,0.176638966174118,halepensis,medium
1999,1.18664503160177,0.141515001633521,halepensis,medium
2000,2.07526806576576,0.198742268218947,halepensis,medium
2001,2.02377438911529,0.204884233901046,halepensis,medium
2002,2.45647192114266,0.239273713424024,halepensis,medium
2003,1.97779515541154,0.213242389751757,halepensis,medium
2004,3.63364865379477,0.37413406209954,halepensis,medium
2005,1.10049061062669,0.119206796336103,halepensis,medium
2006,1.00283302546475,0.108004478399665,halepensis,medium
2007,1.63670456733567,0.175411675529421,halepensis,medium
2008,2.09272516079078,0.235831148365959,halepensis,medium
2009,1.56548473718914,0.189805183619599,halepensis,medium
2010,2.68951340691243,0.327537486454024,halepensis,medium
2011,2.12372009186403,0.252659301746111,halepensis,medium
2012,0.301620074458079,0.050792733238689,halepensis,medium
2013,0.850379833268085,0.114447894857313,halepensis,medium
2014,0.44035260783062,0.063333470315711,halepensis,medium
2015,0.683089108963562,0.0953477173021422,halepensis,medium
2016,0.241912037468266,0.0572663573859569,halepensis,medium
2017,1.00371335880662,0.137532210965842,halepensis,medium
2018,0.970989513386873,0.143870423174393,halepensis,medium
1952,0.856083985056481,0.398678561460162,pinaster,low
1953,1.25716842242408,0.422968939316122,pinaster,low
1954,2.95759603087753,0.573889019159549,pinaster,low
1955,3.48858029864915,0.773285620259336,pinaster,low
1956,4.96833118770325,0.929464848036903,pinaster,low
1957,5.31116304994689,0.749284148979214,pinaster,low
1958,5.28497198779723,0.650408024173131,pinaster,low
1959,6.98218654528011,0.727567983458962,pinaster,low
1960,8.31954095652852,0.785353994068896,pinaster,low
1961,3.07517974664652,0.320555730006457,pinaster,low
1962,5.5148792041504,0.499056433368925,pinaster,low
1963,7.85245802246461,0.571510545228907,pinaster,low
1964,3.72242351634543,0.333143693910566,pinaster,low
1965,2.16814616276596,0.231269960322397,pinaster,low
1966,5.26106338339436,0.475025628253539,pinaster,low
1967,3.24893149487145,0.319978173321051,pinaster,low
1968,3.04658750465467,0.259551248140586,pinaster,low
1969,5.61366010707356,0.467668818980651,pinaster,low
1970,4.30002872411251,0.360578697129142,pinaster,low
1971,4.32143449746997,0.378266551440792,pinaster,low
1972,3.50803694415284,0.338942117321194,pinaster,low
1973,2.4925410018281,0.24611695833589,pinaster,low
1974,1.8899158793653,0.195960983782675,pinaster,low
1975,1.92961131829088,0.208468624452272,pinaster,low
1976,2.1298793371241,0.236676934811424,pinaster,low
1977,3.47094760327414,0.4586901709215,pinaster,low
1978,5.56773786245817,0.615793293989289,pinaster,low
1979,5.15662577882686,0.553726266111176,pinaster,low
1980,2.50155498320977,0.253991140559207,pinaster,low
1981,0.884055742088026,0.100949965852646,pinaster,low
1982,2.68609470527046,0.287605993455923,pinaster,low
1983,0.684998747056188,0.0988582710858088,pinaster,low
1984,2.893667861621,0.301781156529834,pinaster,low
1985,2.95035581925472,0.290559266824817,pinaster,low
1986,3.32042818950919,0.325510836213377,pinaster,low
1987,1.89941934128583,0.195444030225403,pinaster,low
1988,0.726783979275187,0.0972364030850332,pinaster,low
1989,2.36046596499758,0.253034370815528,pinaster,low
1990,2.78651893119469,0.363245447140168,pinaster,low
1991,1.79962198621612,0.194516847528272,pinaster,low
1992,2.55530186881963,0.258886769732675,pinaster,low
1993,1.37161871021653,0.137084587331822,pinaster,low
1994,1.04476096812907,0.0979789855571085,pinaster,low
1995,0.539520803151917,0.0909805406623598,pinaster,low
1996,1.72261097055643,0.222148812846631,pinaster,low
1997,3.25415895283804,0.384228126221304,pinaster,low
1998,3.87257861668418,0.423421518120103,pinaster,low
1999,0.658982486564167,0.0836221169111905,pinaster,low
2000,2.27889377043357,0.221327093229672,pinaster,low
2001,3.59906275465537,0.328533435388847,pinaster,low
2002,2.21781759086531,0.247559381287954,pinaster,low
2003,3.7562133679825,0.345787838119837,pinaster,low
2004,3.25881666829781,0.304395088384685,pinaster,low
2005,0.76350545529507,0.0693949495086229,pinaster,low
2006,2.44724867183684,0.229824673331273,pinaster,low
2007,1.31808645490431,0.140379415799447,pinaster,low
2008,1.92036817585021,0.19786813606437,pinaster,low
2009,1.73663552269086,0.236917521183928,pinaster,low
2010,3.37324419344025,0.402361938504411,pinaster,low
2011,4.1195178803319,0.394323079362341,pinaster,low
2012,0.862790495565058,0.0866760490590132,pinaster,low
2013,5.80167823951959,0.453564570827571,pinaster,low
2014,2.06892994954508,0.227589322946266,pinaster,low
2015,1.69539885702164,0.153229802075118,pinaster,low
2016,0.792297906829045,0.0965668360398865,pinaster,low
2017,1.62782992984513,0.138558094121649,pinaster,low
2018,2.70426527891326,0.270546699192983,pinaster,low
2019,1.33033480519335,0.145881169861688,pinaster,low
2020,3.45305513794318,0.282907636567479,pinaster,low
2021,1.71611722522664,0.17168540246654,pinaster,low
1962,0.683285709148792,0.514130092711359,pinaster,low2
1963,1.19589582884328,0.52836511138778,pinaster,low2
1964,1.71203034725421,0.422948152719373,pinaster,low2
1965,1.56043265368871,0.307218654229518,pinaster,low2
1966,2.81989546132034,0.448665670126461,pinaster,low2
1967,3.22863730086147,0.394026013298206,pinaster,low2
1968,3.05373278019619,0.310353196091841,pinaster,low2
1969,5.10492354578653,0.536918782935475,pinaster,low2
1970,4.78986400977996,0.56230020081369,pinaster,low2
1971,4.85631496043498,0.569353336870219,pinaster,low2
1972,5.10838840550253,0.632468788436929,pinaster,low2
1973,4.50065761519528,0.55620301631419,pinaster,low2
1974,3.70278520401804,0.35996890174419,pinaster,low2
1975,3.60141106724165,0.359695833396554,pinaster,low2
1976,3.70649383722522,0.381175629651151,pinaster,low2
1977,1.87513081964602,0.198188948748014,pinaster,low2
1978,2.65556654767182,0.245669622400922,pinaster,low2
1979,3.01095771789733,0.290083960266809,pinaster,low2
1980,2.7143464804814,0.279030424060464,pinaster,low2
1981,1.08236298102681,0.131947115299459,pinaster,low2
1982,1.81798980066463,0.212485751847222,pinaster,low2
1983,1.11105783850532,0.140606278274887,pinaster,low2
1984,1.59669386744063,0.19741298601556,pinaster,low2
1985,2.05276850685474,0.234169818657333,pinaster,low2
1986,1.69169017729323,0.197942834058727,pinaster,low2
1987,1.10052660475794,0.133194109799572,pinaster,low2
1988,0.982950684805452,0.138070529779041,pinaster,low2
1989,1.96243494646277,0.245024904783458,pinaster,low2
1990,2.99579214874041,0.436362925548502,pinaster,low2
1991,2.17175983863341,0.259499294440916,pinaster,low2
1992,2.51758707629091,0.271788958416907,pinaster,low2
1993,1.45797410491035,0.157065260258231,pinaster,low2
1994,0.661009367321177,0.0816661227482784,pinaster,low2
1995,0.588307683140548,0.133116676457729,pinaster,low2
1996,2.164375565956,0.323890916564262,pinaster,low2
1997,2.58477526665384,0.277188935675143,pinaster,low2
1998,3.75058724848968,0.368078627076974,pinaster,low2
1999,1.27448445735387,0.1265426372339,pinaster,low2
2000,3.53887600509422,0.319552911540136,pinaster,low2
2001,2.77012308904694,0.323400500349598,pinaster,low2
2002,3.33870879674248,0.405620330876735,pinaster,low2
2003,3.5785083431148,0.41728036121509,pinaster,low2
2004,4.01566425740067,0.390545915310774,pinaster,low2
2005,0.982448400316152,0.106328431488345,pinaster,low2
2006,2.15881175414676,0.254510309614519,pinaster,low2
2007,1.93902311063784,0.214518851977042,pinaster,low2
2008,1.08765551747767,0.164691251591741,pinaster,low2
2009,2.24745663794639,0.395519990616624,pinaster,low2
2010,2.93895228177456,0.439671459215078,pinaster,low2
2011,3.69686414615953,0.503102864567355,pinaster,low2
2012,0.779121946028928,0.105824228932916,pinaster,low2
2013,3.68081168719467,0.440714244363984,pinaster,low2
2014,1.43864653028773,0.223752818627915,pinaster,low2
2015,2.67660545182062,0.370002177475185,pinaster,low2
2016,0.814411108419143,0.116128796446737,pinaster,low2
2017,1.17625934544129,0.155604067849844,pinaster,low2
2018,2.51079509573511,0.329759065503415,pinaster,low2
2019,1.37816346720354,0.191733693336837,pinaster,low2
2020,3.19786900694474,0.369614123646213,pinaster,low2
2021,2.70690373746184,0.31065215302746,pinaster,low2
1959,0.0514426178176775,0.0240199906713418,pinaster,medium
1960,0.214221144897872,0.0758906192141131,pinaster,medium
1961,0.60231768018103,0.207613077016273,pinaster,medium
1962,1.57800287190764,0.374441050129038,pinaster,medium
1963,2.91332534683362,0.503694391839501,pinaster,medium
1964,5.02034812665313,0.768748731909239,pinaster,medium
1965,4.96107533506121,0.695531033308368,pinaster,medium
1966,9.11870741958742,1.05789099588013,pinaster,medium
1967,8.5912662275895,0.970817998104803,pinaster,medium
1968,7.83914403782255,0.910608395055893,pinaster,medium
1969,11.6131350356524,1.14131272661831,pinaster,medium
1970,14.146623199149,1.28755591211924,pinaster,medium
1971,14.5620274894744,1.32413472981089,pinaster,medium
1972,13.6586726584164,1.23905329729227,pinaster,medium
1973,15.2380807893353,1.49470969797873,pinaster,medium
1974,13.3996156108814,1.22663601496648,pinaster,medium
1975,12.5525430969525,1.12067860457153,pinaster,medium
1976,9.3959874331611,0.833747818360196,pinaster,medium
1977,12.6487730778948,1.12949420082603,pinaster,medium
1978,17.4100277464465,1.34341032395799,pinaster,medium
1979,16.6189511502422,1.42328871622242,pinaster,medium
1980,10.1839348268099,0.950378444706505,pinaster,medium
1981,4.66057670703564,0.42219283581274,pinaster,medium
1982,8.64055466612394,0.668074115195142,pinaster,medium
1983,3.73638846545249,0.404020779297233,pinaster,medium
1984,6.38407860656764,0.49581788681303,pinaster,medium
1985,10.1019646390616,0.885352232084662,pinaster,medium
1986,11.1152820643084,0.929970428447989,pinaster,medium
1987,4.96826975166238,0.492018537536527,pinaster,medium
1988,3.1912218555281,0.326391760046109,pinaster,medium
1989,4.99002731423676,0.393614019683429,pinaster,medium
1990,5.68820615737973,0.482447813299077,pinaster,medium
1991,3.60869760101291,0.300828799867889,pinaster,medium
1992,3.28154858595853,0.283893515442635,pinaster,medium
1993,2.3586575672364,0.198499562700745,pinaster,medium
1994,1.2583844278298,0.122080005332514,pinaster,medium
1995,0.757149548596338,0.0964135993516403,pinaster,medium
1996,3.69352756222656,0.405613615053461,pinaster,medium
1997,5.28986148890012,0.534470840580447,pinaster,medium
1998,6.249996837015,0.6178238203375,pinaster,medium
1999,1.20649139634013,0.124290015768486,pinaster,medium
2000,4.09449978124288,0.314247794323386,pinaster,medium
2001,7.34430579354886,0.588287769072742,pinaster,medium
2002,5.36802299920469,0.477214324131142,pinaster,medium
2003,7.36535202301407,0.626843217292171,pinaster,medium
2004,7.39463432381964,0.676657403427436,pinaster,medium
2005,0.899933641126298,0.0981725113817866,pinaster,medium
2006,2.8462421349477,0.277200771057448,pinaster,medium
2007,1.63945651997059,0.19124147505507,pinaster,medium
2008,2.9361098875739,0.333277433523464,pinaster,medium
2009,3.69041466041597,0.441793278027879,pinaster,medium
2010,6.84247587278044,0.859798576355867,pinaster,medium
2011,8.71283700000251,0.860489964180736,pinaster,medium
2012,1.75146584602624,0.179295234414039,pinaster,medium
2013,7.09941123823275,0.570771540448529,pinaster,medium
2014,3.23869713590074,0.349085896429109,pinaster,medium
2015,3.17551667992738,0.355688092952385,pinaster,medium
2016,1.76956469022178,0.204695705924581,pinaster,medium
2017,2.38122187859014,0.242467630529196,pinaster,medium
1983,0.419767126313351,0.0651209000547381,pinaster,high
1984,2.72192755919663,0.556782710747553,pinaster,high
1985,5.23596612579721,1.23148423313546,pinaster,high
1986,7.26023142152692,1.11468367265034,pinaster,high
1987,8.41419256096013,1.21626186687241,pinaster,high
1988,6.76631598956733,0.735298086862045,pinaster,high
1989,9.87948426834426,0.862325773165481,pinaster,high
1990,13.0970237131215,1.03458156259375,pinaster,high
1991,10.2562411614822,0.776659831310875,pinaster,high
1992,10.7681271843665,0.837921606957939,pinaster,high
1993,7.66057139800598,0.65664669670626,pinaster,high
1994,4.32795372337914,0.498327733194022,pinaster,high
1995,3.82978490734967,0.392128162029503,pinaster,high
1996,10.6842758006273,0.92227382328503,pinaster,high
1997,12.9885486195694,1.05877716275779,pinaster,high
1998,11.251417519722,0.926767519276453,pinaster,high
1999,2.38664993276677,0.223053896740241,pinaster,high
2000,6.85051985148854,0.561178337870963,pinaster,high
2001,9.06801909839795,0.830837090319287,pinaster,high
2002,6.47236747351164,0.581885553049334,pinaster,high
2003,8.57123727217494,0.732718452056047,pinaster,high
2004,8.14942312930636,0.755574304832554,pinaster,high
2005,1.02088280277502,0.0971116575342802,pinaster,high
2006,3.31758276957491,0.287847086006438,pinaster,high
2007,1.82821872491533,0.183656198267645,pinaster,high
2008,2.43383768453265,0.281643880180823,pinaster,high
2009,3.86277694178402,0.433042197781998,pinaster,high
2010,6.64704615483651,0.748320508834192,pinaster,high
2011,7.95205418056099,0.844658283980257,pinaster,high
2012,2.503372339996,0.269595988362222,pinaster,high
2013,6.84680721700701,0.652660530904593,pinaster,high
2014,3.03922387889881,0.308582690793702,pinaster,high
2015,3.73183516016995,0.376511656753102,pinaster,high
2016,2.27081452005562,0.24924513570105,pinaster,high
2017,2.64118767787077,0.3002678112571,pinaster,high
2018,5.12452923127947,0.58444831672731,pinaster,high
2019,2.18567468825228,0.266630410844855,pinaster,high
2020,3.45523655032311,0.354400292353457,pinaster,high
1966,1.18301710628483,0.615349677288833,nigra,low
1967,1.64503469278128,0.526741925624889,nigra,low
1968,1.50601163894894,0.315310737452385,nigra,low
1969,2.01349339353437,0.321300807012813,nigra,low
1970,3.26356927635637,0.397380569961066,nigra,low
1971,3.49824632828086,0.363889556435391,nigra,low
1972,3.70410531058934,0.312028826626512,nigra,low
1973,4.2798886726659,0.313939248332873,nigra,low
1974,4.82417690274272,0.316943743032462,nigra,low
1975,4.49493811813078,0.277058239595906,nigra,low
1976,4.46655865301286,0.218932829249283,nigra,low
1977,3.9828171726491,0.233372956605896,nigra,low
1978,5.3487242260609,0.294470744353605,nigra,low
1979,5.10359616393675,0.300524979678804,nigra,low
1980,4.86787082999739,0.331383819426407,nigra,low
1981,2.73827854474882,0.201842919137956,nigra,low
1982,3.22372544702701,0.252378605762091,nigra,low
1983,2.87971288832721,0.231950440570847,nigra,low
1984,4.33396540871554,0.295095481207921,nigra,low
1985,4.43232025946038,0.338308063659969,nigra,low
1986,3.30211251571821,0.322574436010517,nigra,low
1987,2.45302926703554,0.256278125033877,nigra,low
1988,2.83456926146626,0.25847401326015,nigra,low
1989,3.44492751191734,0.268146470510202,nigra,low
1990,5.61048851785343,0.419173914475276,nigra,low
1991,3.49139850152807,0.247799479867104,nigra,low
1992,3.58250497481956,0.249569065771948,nigra,low
1993,3.41485031797792,0.248714029918205,nigra,low
1994,1.34225913900248,0.118304032360677,nigra,low
1995,1.49169311928124,0.170039729269566,nigra,low
1996,3.79667569449789,0.275331855053926,nigra,low
1997,4.31351403168613,0.306537267641782,nigra,low
1998,3.99501298272269,0.363398990451611,nigra,low
1999,1.30316382474389,0.138233482807016,nigra,low
2000,3.61169688242771,0.317066107531343,nigra,low
2001,2.70721621437248,0.244658960748978,nigra,low
2002,3.22511763366045,0.304256770019187,nigra,low
2003,3.31983380578443,0.256174511234018,nigra,low
2004,3.4117452858228,0.256385943617278,nigra,low
2005,0.842959238376376,0.0864811281584988,nigra,low
2006,2.10199136231675,0.181964184770865,nigra,low
2007,2.6158128474315,0.202910418888427,nigra,low
2008,1.33066898176327,0.13041937675351,nigra,low
2009,4.16464505488094,0.306848206489111,nigra,low
2010,6.07880135482708,0.460512328617006,nigra,low
2011,6.16135730207745,0.520495097182289,nigra,low
2012,1.29826620336781,0.128897705373348,nigra,low
